id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
43706.53-94,Projeto de Ampliação e Reforma do 28º BPM (RIACHO FUNDO),,Contratação de empresa de engenharia/arquitetura para prestação de serviços de elaboração de projetos e estudos técnicos para obras de reformas com ampliações do 28º BPM/ PMDF. (Riacho Fundo I),"Promover a segurança pública, com a prevenção e repressão ao crime e manutenção da ordem social a comunidade..",2020-11-23,2023-11-09,2024-10-04,Ampliação,Projeto,Cadastrada,DF,False,2024-10-04,Polícia Militar do Distrito Federal,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,14756.57
6014.53-96,00 00690/2020,70040-902,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§osde gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o centro-oeste","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-18,2024-04-01,2022-05-10,Construção,Obra,Cadastrada,DF,,2022-05-10,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,16691637.38
43489.53-47,"contratação de projeto básico e executivo de SISTEMA DE PREVENÇÃO E COMBATE À INCÊNDIO, INCLUSO APROVAÇÃO NO CBM-DF, PLANO DE PREVENÇAO E COMBATE A INCÊNDIO - PPCI, PLANO QUANTO A NECESSIDADE DE BRIGA",,"contratação de projeto básico e executivo de SISTEMA DE PREVENÇÃO E COMBATE À INCÊNDIO, INCLUSO APROVAÇÃO NO CBM-DF, PLANO DE PREVENÇAO E COMBATE A INCÊNDIO - PPCI, PLANO QUANTO A NECESSIDADE DE BRIGADISTA na Superintendência Regional da Polícia Federal do Distrito Federal - SR/PF/DF.",Segurança Pública,2024-10-14,2025-10-15,2024-09-24,Recuperação,Projeto,Cadastrada,DF,False,2024-09-24,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,27399.99
26818.53-00,Sistema de combate a incêndio por hidrantes,,"Contratação de serviços de engenharia para a substituição do sistema de combate a incêndios por hidrantes dos 4 (quatro) edifícios Anexos do Palácio do Planalto, da Presidência República, em Brasília/DF, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.","Manutenção predial, segurança e prevenção de incêndios",2023-11-05,2024-11-05,2023-10-30,Reforma,Obra,Cadastrada,DF,False,2023-10-30,Presidencia da República,Administrativo,Administrativo,"Obras em Imóveis de Uso Público, Preservação do Patrimônio",Federal,922500.0
26950.53-96,Implantação Interseção DF-463 com rodovia DF-001,,Implantação de nova interseção rodoviária no entroncamento da rodovia DF-463 com a rodovia DF-001,"População da região administrativa de São Sebastião-DF. Retardo no fluxo do trânsito (engarrafamento veicular) causado pelo grande número de veículos que transitam na região.. Melhora da fluidez do tráfego local, bem como aumento da segurança viária.",2023-10-26,2027-10-26,2023-10-31,Construção,Obra,Cadastrada,DF,False,2023-10-31,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,Econômico,Infraestrutura Urbana e Mobilidade,Pavimentação,Federal,17000000.0
27368.53-34,Remoção e desmobilização de SASC (sistema de armazenamento subterrâneo de combustível),,Serviço comum de engenharia para execução dos serviços de remoção e desmobilização de SASC (sistema de armazenamento subterrâneo de combustível).,"O serviço deve ser executado, uma vez que a permanência do material no solo e subsolo, além de danoso ao meio ambiente, traz riscos aos locais que os acondiciona. A desmobilização do supracitado sistema deve ser realizada conforme legislação específica, com o devido amparo dos órgãos ambientais, sendo necessário que seja executado por empresa e pessoal devidamente qualificado. ",2023-11-08,2024-12-31,2023-11-08,Reforma,Obra,Cadastrada,DF,False,2023-11-08,Polícia Militar do Distrito Federal,Administrativo,"Administrativo, Saúde, Segurança Pública","Obras em Imóveis de Uso Público, Preservação do Patrimônio",Federal,1650000.0
27890.53-56,Construção da 10ª Delegacia de Polícia do Distrito Federal,,Reforma da 10ª Delegacia de Polícia visa promover a prestação de serviços de qualidade para o desempenho da função institucional e atendimento às necessidades da sociedade.,Prestação de serviços de qualidade e desempenho da função institucional da PCDF.,2023-11-17,2024-10-17,2023-11-17,Reforma,Obra,Cadastrada,DF,False,2023-11-17,POLICIA CIVIL DO DISTRITO FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,5500000.0
28190.53-28,Implantação de passarelas em estrutura mista nas rodovias do Sistema Rodoviária do Distrito Federal - SRDF,,Implantação de passarelas de estrutura mista nas rodovias do Sistema Rodoviário do Distrito Federal - SRDF.,"População urbana das regiões administrativas do Distrito Federal: Planaltina, Sobradinho, Núcleo Bandeirante, Riacho fundo I.. Os acidentes de trânsito são uma das principais causas de mortes no Brasil, sendo que o atropelamento é considerado o mais grave. Porém estes acidentes em rodovias localizadas em trechos urbanos têm aumentado. A implantação das passarelas
possibilitará travessia segura, sobre as rodovias, em regiões de acentuado adensamento urbano.. Redução de acidentes por atropelamento, assim como promoção de local adequado para os usuários do sistema viário.",2023-11-27,2027-11-27,2023-11-22,Construção,Obra,Cadastrada,DF,False,2023-11-22,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,Econômico,Infraestrutura Urbana e Mobilidade,Obra de Arte Especial,Federal,7000000.0
28189.53-58,Implantação de passarelas em estrutura mista nas rodovias do Sistema Rodoviária do Distrito Federal - SRDF,,Implantação de passarelas de estrutura mista nas rodovias do Sistema Rodoviário do Distrito Federal - SRDF.,"População urbana das regiões administrativas do Distrito Federal: Varjão, Cruzeiro, Sudoeste/Octogonal, SIA, Guará, Park Way.. Os acidentes de trânsito são uma das principais causas de mortes no Brasil, sendo que o atropelamento é considerado o mais grave. Porém estes acidentes em rodovias localizadas em trechos urbanos têm aumentado. A implantação das passarelas
possibilitará travessia segura, sobre as rodovias, em regiões de acentuado adensamento urbano.. Redução de acidentes por atropelamento, assim como promoção de local adequado para os usuários do sistema viário.",2023-11-27,2027-11-27,2023-11-22,Construção,Obra,Cadastrada,DF,False,2023-11-22,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,Econômico,Infraestrutura Urbana e Mobilidade,Obra de Arte Especial,Federal,8161993.06
45081.53-81,Obra de instalação de plataforma elevatória vertical para adequação da acessibilidade do Edifício UAC da Faculdade de Ceilândia (FCE),,Obra de instalação de plataforma elevatória vertical para adequação da acessibilidade do Edifício UAC da Faculdade de Ceilândia (FCE),"Necessidade de adaptação da edificação às normas vigentes de acessibilidade (ABNT NBR 9050/2020), de forma que possibilite o acesso a toda a edificação por todos os usuários de forma igualitária.  

Considerando a época de construção da edificação, está prevista uma etapa seguinte de reformas, contemplando a edificação como um todo, incluindo a adequação e instalação de guarda-corpos, corrimãos, rampas e sinalização, entre outros itens.",2024-11-20,2025-12-24,2024-11-13,Reforma,Obra,Cadastrada,DF,False,2024-11-13,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,100434.3
2743.53-57,Ampliação e Modernização do Batalhão Escola e Pronto Emprego da Força Nacional/Base Gama/DF,1,"Projeto de ampliação e modernização do Batalhão Escola e Pronto Emprego da Força Nacional/Base Gama/DF que consiste na construção de edificações imprescindíveis para a Força Nacional, tais como prédio administrativo, canil, nova guarda, complexo esportivo, complexo de treinamento operacional, estacionamento de ônibus, depósitos de suprimentos e material controlado, oficina de veículos e reforma de prédio de comandantes.","Segurança Pública - treinamento e capacitação de profissionais de segurança pública, logística da Força Nacional.",2019-08-01,2021-08-26,2021-06-24,Construção,Projeto,Concluída,DF,,2021-08-26,"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA, Secretaria Nacional de Segurança Pública/SENASP",Administrativo,Segurança Pública,"Obras em Imóveis de Uso Público, Preservação do Patrimônio",Federal,473253.6
31724.53-58,TCCA Nº 37/2023 - BR - 010/TO -  Implantação e Pavimentação Trecho Aparecida de Rio Negro-Goiatins,,"Compensação ambiental decorrente do licenciamento ambiental do empreendimento Implantação e Pavimentação da BR-010, Trecho Aparecida de Rio Negro-Goiatins, Estado
do Tocantins, conduzido pelo IBAMA, e objeto da Licença de Instalação nº 292/2004.
",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2023-12-30,2024-07-30,2023-12-27,Recuperação,Outros,Cadastrada,DF,False,2023-12-27,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,9000000.0
30901.53-21,"reforma para instalação de plataforma vertical e adequação de elevador para acessibilidade da Faculdade de Direito, localizado no Setor Central do Campus Universitário Darcy Ribeiro, da Universidade d",,"O objeto desta contratação é a obra de reforma para instalação de plataforma vertical e adequação de elevador para acessibilidade da Faculdade de Direito, localizada no Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília - DF, conforme projeto e especificações técnicas.","O objeto desta contratação é a obra de reforma para instalação de plataforma vertical e adequação de elevador para acessibilidade da Faculdade de Direito, localizada no Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília - DF, conforme projeto e especificações técnicas.",2024-01-03,2024-05-03,2023-12-21,Reforma,Obra,Cadastrada,DF,False,2023-12-21,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,257885.61
30913.53-01, Obra de instalação de plataformas vertical e inclinada do Bloco A do ICC,,"A elaboração dos estudos técnicos preliminares constitui a primeira etapa do planejamento de uma contratação (planejamento preliminar) e serve essencialmente para: assegurar a viabilidade técnica da contratação, bem como o tratamento de seu impacto ambiental; e embasar o termo de referência ou o projeto básico, que somente é elaborado se a contratação for considerada viável. Está disciplinado na Instrução Normativa Nº 40, de 22 maio de 2020, do Ministério da Economia.

É na elaboração dos estudos técnicos preliminares que diversos aspectos devem ser levantados para que os gestores certifiquem-se de que existe uma necessidade de negócio claramente definida, há condições de atendê-la, os riscos de atendê-la são gerenciáveis e os resultados pretendidos com a contratação valem o preço estimado inicialmente.

O objeto desta contratação é a obra de instalação de plataformas vertical e inclinada do Bloco A do Instituto Central de Ciências (ICC), localizado no Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília - DF, conforme projeto e especificações técnicas.","Necessidade de adaptação da edificação às normas vigentes de acessibilidade (ABNT NBR 9050/2020), de forma que possibilite o acesso a toda a edificação por todos os usuários de forma igualitária.  

Considerando a época de construção da edificação, anterior à existência de legislação de acessibilidade, está prevista uma etapa seguinte de reformas, contemplando a edificação como um todo, incluindo a adequação e instalação de guarda-corpos, corrimãos, rampas e sinalização, entre outros itens.",2024-01-03,2024-05-15,2023-12-21,Reforma,Obra,Cadastrada,DF,False,2023-12-21,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,489999.98
33142.53-09,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS - REFORMA DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL  CRAS PLANALTINA DF,,"ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA 
SOCIAL - SUAS - REFORMA DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL 
– CRAS","Usuários do sistema da assistência social de forma regionalizada.. Manutenir o CRAS Planaltina DF seguindo os padrões de qualidade e as normas legais vigentes, bem como a intervenção imediata, em razão da necessidade de revisão dos sistemas de energia elétrica, água, sistema de ar condicionado, prevenção a incêndio, as adaptações que versam sobre acessibilidade, além de outros inúmeros problemas passíveis de solução por meio de manutenção predial preventiva e corretiva para que os trabalhadores e usuários tenham segurança e autonomia nas edificações públicas.. Adequar a edificação do Centros de Referência de Assistência Social de Planaltina DF aos novos usos, promovendo  a modernização das instalações com o intuito de prover a manutenção do patrimônio público de forma a garantir a qualidade na prestação do serviço ofertado à população usuária.",2023-12-30,2026-09-30,2024-01-08,Reforma,Obra,Cadastrada,DF,False,2024-01-08,SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL DO DISTRITO FEDERAL,Social,Desenvolvimento,Urbanização,Federal,1050500.0
53542.53-71,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,72225-270,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,2024-05-06,2024-05-06,2025-04-23,Construção,Obra,Cadastrada,DF,,2025-04-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,CAPS,Federal,2141000.0
53526.53-62,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,73086-300,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2024-04-25,2024-05-07,2025-04-23,Construção,Obra,Cadastrada,DF,,2025-04-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,4945820.0
53527.53-19,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,72150-500,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,2024-05-06,2024-05-06,2025-04-23,Construção,Obra,Cadastrada,DF,,2025-04-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,CAPS,Federal,2493000.0
6015.53-53,00 00692/2020,70040-902,"prestaÃ§Ã£o dos serviÃ§os de gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o norte","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-18,2024-01-02,2022-05-10,Construção,Obra,Cadastrada,DF,,2022-05-10,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,20372397.28
